NAME,STAR,PER,MASS,SEP,R,PLANETDISCMETH,MSTAR,RSTAR,TEFF,DATE
Kepler-103 b,Kepler-103,15.9654,0.0305195,0.127704,0.300624,Transit,1.09,1.44,5845,2014
Kepler-338 b,Kepler-338,13.726976,0.0189734,0.112199,0.217682,Transit,,1.735,5923,2014
Kepler-129 b,Kepler-129,15.79186,0.0182069,0.123186,0.211437,Transit,,1.641,5770,2014
PH-1 b,PH-1,138.506,0.100437,0.629412,0.550851,Transit,1.734,1.759,6407,2013
Kepler-306 d,Kepler-306,17.326644,0.019315,0.131044,0.220359,Transit,,0.719,4954,2014
Kepler-37 d,Kepler-37,39.792187,0.00577478,0.212021,0.178,Transit,0.803,0.77,5417,2011
HD 13908 c,HD 13908,931,5.13,2.03386,,RV,1.29,1.67,6255,2013
HD 125595 b,HD 125595,9.6737,0.0416764,0.0809437,,RV,0.756,1.03336,4908,2011
WASP-79 b,WASP-79,3.6623817,0.887514,0.0534741,1.7,Transit,1.52,1.64,6600,2012
Kepler-107 b,Kepler-107,3.179997,0.0116666,0.0423212,0.139174,Transit,,1.411,5851,2014
Kepler-109 c,Kepler-109,21.2227,0.0199023,0.151991,0.224819,,1.04,1.32,5952,2014
HIP 57274 c,HIP 57274,32.03,0.410096,0.177758,,RV,0.73,0.68,4640,2012
Kepler-30 d,Kepler-30,143.343,0.0726872,0.534239,0.784384,Transit,0.99,0.95,5498,2011
Kepler-158 c,Kepler-158,28.551383,0.0139923,0.18282,0.169507,Transit,,0.624,4623,2014
HD 93083 b,HD 93083,143.58,0.368176,0.476549,,RV,0.7,1.14863,4995,2005
HD 31253 b,HD 31253,466,0.501427,1.26054,,RV,1.23,1.64612,5960,2011
Kepler-357 c,Kepler-357,16.85837,0.0218083,0.128672,0.238201,Transit,,0.834,5036,2014
HD 89744 b,HD 89744,256.78,8.18778,0.902604,,RV,1.48,2.02329,6234,2000
HD 183263 c,HD 183263,3066,3.47646,4.29488,,RV,1.121,1.11717,5936.41,2009
WASP-42 b,WASP-42,4.9816877,0.496968,0.0547344,1.063,Transit,0.881,0.85,5200,2012
Kepler-53 d,Kepler-53,9.751962,0.0157841,0.0893308,0.189134,Transit,,0.958,6085,2014
Kepler-48 b,Kepler-48,4.778,0.0123966,0.0532027,0.17133,Transit,0.88,0.89,5194,2011
HD 192310 c,HD 192310,525.8,0.0736073,1.18358,,RV,0.8,0.847025,5166,2011
HD 1690 b,HD 1690,533,6.52644,1.36191,,RV,1.18,21.1524,4364,2011
HAT-P-41 b,HAT-P-41,2.694047,0.800254,0.0425775,1.685,Transit,1.418,1.683,6390,2012
Kepler-42 c,Kepler-42,0.45328509,0.000954523,0.00585017,0.0650682,Transit,0.13,0.17,3068,2011
HD 28185 b,HD 28185,379,5.79721,1.02341,,RV,0.99,1.00685,5656,2001
HIP 97233 b,HIP 97233,1058.8,19.8471,2.5395,,RV,1.93,5.34,5020,2014
HD 23127 b,HD 23127,1214,1.40487,2.31864,,RV,1.127,1.51172,5752,2007
HD 154672 b,HD 154672,163.94,5.00638,0.598618,,RV,1.06,1.31501,5714,2008
Kepler-275 d,Kepler-275,35.676062,0.0333072,0.212092,0.297083,Transit,,1.383,6165,2014
Kepler-52 b,Kepler-52,7.8773565,0.015593,0.0630945,0.187182,Transit,0.54,0.52,4075,2011
OGLE-TR-10 b,OGLE-TR-10,3.10129,0.62,0.0434856,1.25,Transit,1.14,1.17,5950,2005
Kepler-370 b,Kepler-370,4.57953,0.011856,0.0539702,0.14185,Transit,,0.9,5852,2014
gamma Leo A b,gamma Leo A,428.5,10.3722,1.29554,,RV,1.57,27.4346,4428,2010
NN Ser c,NN Ser,5571,2.24099,6.15467,,Timing,,,,2010
HAT-P-2 b,HAT-P-2,5.6334729,8.87065,0.0679088,1.157,Transit,1.308,1.506,6290,2007
HAT-P-24 b,HAT-P-24,3.35524,0.685857,0.0465021,1.242,Transit,1.191,1.317,6373,2010
HD 11506 b,HD 11506,1405,4.7347,2.60488,,RV,1.19,1.26275,6058,2007
tau Boo b,tau Boo,3.312433,5.95,0.0480039,,RV,1.341,1.41847,6387.49,1997
Kepler-422 b,Kepler-422,7.8914483,1,0.0812822,1.15,Transit,1.15,1.24,,2014
Kepler-124 c,Kepler-124,13.821375,0.0129124,0.112713,0.156125,Transit,,0.636,4984,2014
Kepler-184 c,Kepler-184,20.303005,0.0145328,0.145651,0.175752,Transit,,0.873,5788,2014
XO-2S c,XO-2S,120.8,1.371,0.47557,,RV,0.982,1.02,5399,2014
HD 34445 b,HD 34445,1049,0.790506,2.06642,,RV,1.069,1.39357,5836,2010
Kepler-318 b,Kepler-318,4.662715,0.0733215,0.0546218,0.420198,Transit,,1.189,5746,2014
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,,0.0629,3.3,,Microlensing,0.64,,,2010
KELT-7 b,KELT-7,2.7347749,1.28,0.0441609,1.533,Transit,1.535,1.732,6789,2015
HD 125612 b,HD 125612,559.40487,3.06805,1.3728,,RV,1.1,1.0426,5897,2007
Kepler-20 f,Kepler-20,19.57706,0.00323095,0.137859,0.0918085,Transit,0.912,0.944,5466,2011
Kepler-198 b,Kepler-198,17.790037,0.0239491,0.13337,0.251584,Transit,,0.94,5574,2014
42 Dra b,42 Dra,479.1,3.73203,1.16693,,RV,0.92,22.04,4200,2009
Kepler-216 b,Kepler-216,7.693641,0.0179955,0.0762713,0.209653,Transit,,1.26,6091,2014
Kepler-292 d,Kepler-292,7.055679,0.0167934,0.0719945,0.198947,Transit,,0.826,5299,2014
Kepler-53 b,Kepler-53,18.6489525,0.0249941,0.136705,0.257599,Transit,0.98,0.89,5858,2011
Kepler-11 b,Kepler-11,10.3039,0.00597804,0.0914497,0.1604,Transit,0.961,1.065,5663,2011
HD 153950 b,HD 153950,499.4,2.74209,1.28031,,RV,1.12,1.15135,6076,2009
Kepler-69 b,Kepler-69,13.722341,0.0168702,0.104565,0.199661,Transit,0.81,0.93,5638,2011
Kepler-27 c,Kepler-27,31.3309,0.0793989,0.168484,0.436759,Transit,0.65,0.59,5400,2011
HD 16141 b,HD 16141,75.523,0.249652,0.355656,,RV,1.052,2.05,5793.95,2000
Kepler-221 c,Kepler-221,5.690586,0.0256819,0.0623799,0.261397,Transit,,0.821,5243,2014
WASP-97 b,WASP-97,2.07276,1.32,0.0330527,1.13,Transit,1.12,1.06,5640,2013
Kepler-7 b,Kepler-7,4.885525,0.437758,0.0622369,1.478,Transit,1.347,1.843,5933,2010
HIP 91258 b,HIP 91258,5.0505,1.068,0.0566534,,RV,0.95,1,5519,2013
WASP-24 b,WASP-24,2.3412127,1.091,0.0365155,1.3,Transit,1.184,1.331,6075,2010
HAT-P-29 b,HAT-P-29,5.723186,0.779004,0.0666842,1.107,Transit,1.207,1.224,6087,2011
Kepler-38 b,Kepler-38,105.595,0.0621296,0.429659,0.387735,Transit,0.949,1.757,5623,2012
HD 204313 d,HD 204313,2831.6,1.60642,3.94498,,RV,1.02,,5767,2012
PSR B1257+12 B,PSR B1257+12,66.5419,0.0135305,0.321369,,Timing,,,,1992
Kepler-147 b,Kepler-147,12.610584,0.0125754,0.10603,0.136497,Transit,,1.468,6012,2014
HD 50554 b,HD 50554,1224,4.39876,2.26097,,RV,1.025,1.25271,5928.79,2002
HD 11964 c,HD 11964,37.910254,0.0770689,0.226601,,RV,1.08,1.76025,5372,2007
Kepler-79 d,Kepler-79,52.09059,0.0189,0.272969,0.653,Transit,,1.403,6189,2014
Kepler-344 c,Kepler-344,125.596809,0.0260126,0.490824,0.263181,Transit,,0.976,5774,2014
HD 13189 b,HD 13189,471.6,7.12332,1.25186,,RV,1.17,32.3233,4337,2005
HD 60532 b,HD 60532,201.3,1.0348,0.759258,,RV,1.44,2.35065,6095,2008
HAT-P-11 b,HAT-P-11,4.8878162,0.0825354,0.0525443,0.422,Transit,0.81,0.75,4780,2010
Kepler-406 b,Kepler-406,2.42629,0.0199792,0.0361437,0.127576,Transit,1.07,1.07,5538,2014
Kepler-171 b,Kepler-171,4.166972,0.0178911,0.0506781,0.208761,Transit,,0.839,5642,2014
Kepler-330 b,Kepler-330,8.25978,0.00829825,0.0799685,0.120439,Transit,,0.722,5117,2014
HD 104067 b,HD 104067,55.806,0.185935,0.264333,,RV,0.791,0.858425,4969,2011
Kepler-229 b,Kepler-229,6.252972,0.0165098,0.0664249,0.196271,Transit,,0.728,5120,2014
Kepler-144 c,Kepler-144,10.104665,0.00829825,0.0914719,0.120439,Transit,,1.235,6075,2014
HD 20794 b,HD 20794,18.315,0.00848679,0.120738,,RV,0.7,1.22683,5401,2011
Kepler-94 b,Kepler-94,2.50806,0.0341063,0.033677,0.313113,Transit,0.81,0.76,4781,2014
Kepler-115 c,Kepler-115,8.990889,0.0208911,0.0846204,0.231956,Transit,,1.205,5979,2014
Kepler-320 c,Kepler-320,17.934937,0.00871939,0.134093,0.122223,Transit,,1.108,6435,2014
HD 195019 b,HD 195019,18.20132,3.57989,0.136688,,RV,1.025,1.34728,5788.16,1999
Kepler-274 c,Kepler-274,33.197861,0.0135483,0.202153,0.164154,Transit,,1.007,6023,2014
GJ 832 b,GJ 832,3657,0.684002,3.56153,,RV,0.45,,,2009
Kepler-26 e,Kepler-26,46.827915,0.0186399,0.254259,0.215006,Transit,,0.571,4486,2014
GJ 667 C b,GJ 667 C,7.1999,0.0174951,0.0504277,,RV,0.33,,3350,2011
Kepler-254 d,Kepler-254,18.746477,0.0196646,0.138108,0.223035,Transit,,0.91,5957,2014
CoRoT-19 b,CoRoT-19,3.89713,1.10792,0.0516604,1.29,Transit,1.21,1.65,6090,2012
Kepler-264 b,Kepler-264,40.806231,0.0333072,0.231966,0.297083,Transit,,1.55,6158,2014
Kepler-122 c,Kepler-122,12.465988,0.115399,0.105218,0.523686,Transit,,1.216,6050,2014
Kepler-142 b,Kepler-142,2.024152,0.014692,0.0313162,0.177536,Transit,,1.269,5790,2014
alpha Ari b,alpha Ari,380,1.71662,1.1296,,RV,1.33,13.7883,4513,2011
Kepler-240 c,Kepler-240,7.953528,0.0165098,0.0779794,0.196271,Transit,,0.739,4985,2014
61 Vir b,61 Vir,4.215,0.016075,0.05006,,RV,0.942,0.978547,5571,2010
Kepler-298 b,Kepler-298,10.475464,0.014454,0.0936962,0.174859,Transit,,0.582,4465,2014
HD 210702 b,HD 210702,354.29,1.86459,1.17218,,RV,1.71,5.17,5000,2007
Kepler-363 d,Kepler-363,11.932125,0.0151834,0.102192,0.182889,Transit,,1.485,5593,2014
HAT-P-4 b,HAT-P-4,3.056536,0.671507,0.0443853,1.274,Transit,1.248,1.596,5860,2007
HAT-P-21 b,HAT-P-21,4.124481,4.07833,0.0494951,1.024,Transit,0.947,1.105,5588,2011
Kepler-215 d,Kepler-215,30.864423,0.0184218,0.192566,0.213222,Transit,,1.027,5739,2014
Kepler-232 c,Kepler-232,11.379349,0.0463015,0.0990113,0.34169,Transit,,0.968,5847,2014
Kepler-346 b,Kepler-346,6.511127,0.0216742,0.0682408,0.237309,Transit,,1.021,6033,2014
Kepler-330 c,Kepler-330,15.955387,0.0143757,0.124035,0.173967,Transit,,0.722,5117,2014
alpha Cen B b,alpha Cen B,3.2357,0.00354639,0.0418506,,RV,0.934,0.91,5214,2012
mu Ara b,mu Ara,643.25,1.74552,1.5273,,RV,1.147,1.25035,5784.28,2001
TYC 1422-614-1 c,TYC 1422-614-1,559.3,10,1.39588,,RV,1.15,6.85,4806,2015
WASP-45 b,WASP-45,3.1260876,1.00657,0.0405459,1.16,Transit,0.909,0.945,5140,2012
Kepler-428 b,Kepler-428,3.52563254,1.27,0.0432987,1.08,Transit,0.87,0.8,5150,2010
HD 73526 c,HD 73526,377.8,2.4209,1.02831,,RV,1.014,1.45542,5583.74,2006
HD 108341 b,HD 108341,1129,3.4773,2.00715,,RV,0.843,0.79,5122,2015
Kepler-382 c,Kepler-382,12.162701,0.011856,0.103505,0.14185,Transit,,0.945,5600,2014
Kepler-333 c,Kepler-333,24.08821,0.00422638,0.163234,0.0990276,Transit,,0.534,4259,2014
Kepler-17 b,Kepler-17,1.4857108,2.47943,0.0267923,1.33,Transit,1.16,1.05,5781,2011
14 Her b,14 Her,1773.4,5.21486,2.93362,,RV,1.066,0.912364,5387.61,2003
HAT-P-33 b,HAT-P-33,3.474474,0.763256,0.0499317,1.686,Transit,1.375,1.637,6446,2011
Kepler-166 c,Kepler-166,34.260281,0.0183139,0.206443,0.212329,Transit,,0.742,5413,2014
OGLE-05-169L b,OGLE-05-169L,3300,0.04,2.7,,Microlensing,0.49,,,2006
HIP 79431 b,HIP 79431,111.7,2.11299,0.358346,,RV,0.49,,3191,2010
HD 171238 b,HD 171238,1523,2.60901,2.54268,,RV,0.943,1.05059,5467,2010
Kepler-272 c,Kepler-272,6.057342,0.0131908,0.0650321,0.159693,Transit,,0.929,5297,2014
Kepler-157 c,Kepler-157,13.5405,0.0168894,0.111181,0.199839,Transit,,1.044,5774,2014
HIP 5158 b,HIP 5158,345.72,1.42633,0.887919,,RV,0.78,0.986271,4962,2010
Kepler-308 c,Kepler-308,15.38231,0.0161415,0.121047,0.192702,Transit,,0.941,5895,2014
WASP-46 b,WASP-46,1.43037,2.10232,0.0244921,1.31,Transit,0.956,0.917,5620,2012
Kepler-157 b,Kepler-157,1.732342,0.00769114,0.028229,0.117763,Transit,,1.044,5774,2014
GJ 849 b,GJ 849,1882,0.830886,2.35317,,RV,0.49,,,2006
WASP-84 b,WASP-84,8.5234865,0.69431,0.0771322,0.942,Transit,0.842,0.748,5300,2014
Kepler-52 d,Kepler-52,36.445171,0.0143757,0.215129,0.173967,Transit,,0.556,4263,2014
Kepler-197 c,Kepler-197,10.349695,0.00604207,0.0929448,0.109733,Transit,,1.12,6004,2014
Kepler-163 b,Kepler-163,7.810937,0.00347154,0.0770446,0.0936747,Transit,,0.917,5776,2014
Kepler-121 c,Kepler-121,41.008011,0.0171819,0.23273,0.202516,Transit,,0.701,5311,2014
Kepler-191 b,Kepler-191,9.939632,0.00809262,0.0904732,0.119547,Transit,,0.789,5282,2014
Kepler-123 b,Kepler-123,17.232366,0.0258466,0.130568,0.262289,Transit,,1.264,6089,2014
Kepler-320 b,Kepler-320,8.371554,0.00464108,0.0806883,0.101704,Transit,,1.108,6435,2014
HAT-P-1 b,HAT-P-1,4.4652934,0.532369,0.0553326,1.242,Transit,1.133,1.135,5975,2007
Kepler-186 f,Kepler-186,129.9459,0.00421308,0.392576,0.098939,Transit,0.478,0.472,3788,2014
Kepler-201 b,Kepler-201,25.672083,0.0192003,0.170313,0.219467,Transit,,1.229,6065,2014
OGLE2-TR-L9 b,OGLE2-TR-L9,2.4855335,4.57442,0.0413279,1.61,Transit,1.52,1.53,6933,2009
Kepler-54 b,Kepler-54,8.0109434,0.015593,0.0626016,0.187182,Transit,0.51,0.5,3705,2011
Kepler-355 c,Kepler-355,25.762294,0.0223552,0.170712,0.24177,Transit,,1.066,6184,2014
Kepler-375 c,Kepler-375,19.986326,0.0215411,0.144132,0.236417,Transit,,0.837,5826,2014
Kepler-137 b,Kepler-137,8.436387,0.0110268,0.0811044,0.131145,Transit,,0.802,5187,2014
Kepler-85 d,Kepler-85,17.91323,0.00554835,0.133985,0.107057,Transit,,0.893,5436,2014
Kepler-224 c,Kepler-224,5.925003,0.0290307,0.0640814,0.278348,Transit,,0.676,5018,2014
GJ 3341 b,GJ 3341,14.207,0.0208212,0.0892579,,RV,0.47,0.439,3526,2015
WASP-22 b,WASP-22,3.53269,0.559059,0.0468682,1.12,Transit,1.1,1.13,6000,2010
WASP-2 b,WASP-2,2.1522254,0.908659,0.0312729,1.077,Transit,0.88,0.84,5200,2007
Kepler-392 b,Kepler-392,5.341853,0.00291583,0.0598046,0.089214,Transit,,1.129,5938,2014
Kepler-247 c,Kepler-247,9.439452,0.0548224,0.087412,0.364885,Transit,,0.768,5100,2014
HD 164922 b,HD 164922,1155,0.357927,2.10091,,RV,0.927,0.899472,5385.36,2006
Kepler-271 b,Kepler-271,5.217738,0.00192504,0.0588746,0.0794005,Transit,,0.88,5524,2014
Kepler-30 c,Kepler-30,60.3231,2.01385,0.300013,1.09635,Transit,0.99,0.95,5498,2011
Kepler-190 c,Kepler-190,3.763024,0.0107805,0.0473476,0.130252,Transit,,0.795,5106,2014
tau Gru b,tau Gru,1311,1.2147,2.51797,,RV,1.238,1.54911,5999.24,2003
WASP-34 b,WASP-34,4.3176782,0.583354,0.0520747,1.22,Transit,1.01,0.93,5700,2011
Kepler-397 c,Kepler-397,135.498527,0.100676,0.516293,0.551343,Transit,,0.767,5307,2014
HD 96063 b,HD 96063,361.1,1.14167,1.11312,,RV,1.41,3.66196,5131,2011
Kepler-423 b,Kepler-423,2.68432848,1,0.038671,1.2,Transit,1.07,0.99,5790,2014
HAT-P-22 b,HAT-P-22,3.21222,2.15137,0.0414094,1.08,Transit,0.916,1.04,5302,2011
WASP-28 b,WASP-28,3.40883,0.907,0.0446486,1.213,Transit,1.021,1.094,6150,2014
Kepler-221 b,Kepler-221,2.795906,0.0126401,0.0388408,0.152556,Transit,,0.821,5243,2014
CoRoT-7 b,CoRoT-7,0.85359163,0.014,0.0171898,0.143989,Transit,0.93,0.87,5275,2009
HD 5608 b,HD 5608,792.6,1.47372,1.98519,,RV,1.66,5.5,4911,2012
Kepler-172 e,Kepler-172,35.118736,0.0230631,0.209877,0.246231,Transit,,1.085,5526,2014
Kepler-178 b,Kepler-178,9.576694,0.025195,0.0882572,0.258721,Transit,,1.066,5676,2014
Kepler-147 c,Kepler-147,33.416423,0.0188614,0.203039,0.21679,Transit,,1.468,6012,2014
HATS-1 b,HATS-1,3.446459,1.86507,0.0444708,1.302,Transit,0.986,1.038,5870,2013
Kepler-378 c,Kepler-378,28.906009,0.00082692,0.184331,0.0624498,Transit,,0.671,4661,2014
HD 80606 b,HD 80606,111.4367,3.89054,0.447343,1.029,RV,0.958,0.98,5572.51,2001
Kepler-158 b,Kepler-158,16.709184,0.0157841,0.127912,0.189134,Transit,,0.624,4623,2014
Kepler-45 b,Kepler-45,2.455239,0.511499,0.0298817,0.96,Transit,0.59,0.55,3820,2011
Kepler-68 b,Kepler-68,5.398763,0.026183,0.0617749,0.205901,Transit,1.079,1.243,5793,2011
Kepler-308 b,Kepler-308,9.694928,0.0157841,0.0889821,0.189134,Transit,,0.941,5895,2014
WASP-78 b,WASP-78,2.17517656,0.883997,0.0361391,1.7,Transit,1.33,2.2,6100,2012
Kepler-108 c,Kepler-108,190.323494,0.224011,0.647542,0.729771,Transit,,2.192,5854,2014
HD 86264 b,HD 86264,1475,6.62738,2.84117,,RV,1.4,1.49917,6326,2009
Kepler-266 c,Kepler-266,107.723601,0.0481581,0.443078,0.347043,Transit,,1.028,5885,2014
Kepler-239 c,Kepler-239,56.228098,0.019783,0.287238,0.223927,Transit,,0.763,4914,2014
HD 82943 c,HD 82943,219.3,1.58936,0.742283,,RV,1.133,1.09738,5997.1,2004
Kepler-205 c,Kepler-205,20.306546,0.0121773,0.145668,0.146311,Transit,,0.546,4321,2014
Kepler-319 b,Kepler-319,4.362705,0.0121124,0.0522529,0.145419,Transit,,0.903,5526,2014
Kepler-162 c,Kepler-162,19.446355,0.0273861,0.141525,0.270319,Transit,,0.958,5816,2014
Kepler-126 c,Kepler-126,21.869741,0.0117926,0.153051,0.140958,Transit,,1.358,6239,2014
HD 216536 b,HD 216536,148.6,1.48058,0.608531,,RV,1.36,12.5,4639,2015
Kepler-384 c,Kepler-384,45.348269,0.00450004,0.248874,0.100812,Transit,,0.882,5577,2014
iota Hor b,iota Hor,302.8,2.04683,0.92376,,RV,1.145,1.21047,6097.36,2000
HD 37124 d,HD 37124,1862,0.68665,2.80658,,RV,0.85,0.772275,5500.24,2005
HD 192263 b,HD 192263,24.3556,0.639382,0.152945,,RV,0.804,0.7401,4975.16,2000
K2-3 c,K2-3,24.6454,0.0129801,0.139869,0.157,Transit,0.601,0.561,3896,2015
HD 204313 b,HD 204313,1920.1,3.50088,3.07131,,RV,1.045,1.12584,5767,2010
Kepler-212 c,Kepler-212,31.805174,0.0227766,0.196459,0.244446,Transit,,1.455,5852,2014
Kepler-53 c,Kepler-53,38.5583038,0.0299365,0.221868,0.282556,Transit,0.98,0.89,5858,2011
Kepler-321 b,Kepler-321,4.915379,0.0130508,0.0565776,0.157909,Transit,,1.194,5740,2014
Kepler-402 d,Kepler-402,8.921099,0.00893492,0.0841819,0.123115,Transit,,1.264,6090,2014
Kepler-339 d,Kepler-339,10.558345,0.00508144,0.0941898,0.10438,Transit,,0.802,5631,2014
Kepler-407 b,Kepler-407,0.6693109,0,0.0149747,0.095459,Transit,1,0.1,5476,2014
TrES-3 b,TrES-3,1.30619,1.91,0.0227178,1.336,Transit,0.915,0.812,5650,2007
Kepler-188 b,Kepler-188,2.061897,0.0124398,0.0317043,0.14988,Transit,,1.141,6021,2014
HIP 14810 b,HIP 14810,6.673859,3.87441,0.0692271,,RV,0.99,1.31998,5485,2006
Kepler-10 c,Kepler-10,45.29485,0.054117,0.239656,0.209653,Transit,0.895,1.056,5627,2011
HD 90156 b,HD 90156,49.77,0.0565295,0.249855,,RV,0.84,0.920961,5599,2011
Kepler-259 c,Kepler-259,36.924931,0.0222169,0.217013,0.240878,Transit,,0.898,5938,2014
Kepler-444 b,Kepler-444,3.6001053,0.000134008,0.0419153,0.0367,Transit,0.758,0.752,5046,2010
Kepler-304 d,Kepler-304,9.653471,0.0229193,0.0887283,0.245339,Transit,,0.687,4731,2014
Kepler-150 e,Kepler-150,30.826557,0.0290307,0.192408,0.278348,Transit,,0.939,5560,2014
Kepler-218 c,Kepler-218,44.699576,0.029411,0.246495,0.280132,Transit,,1.063,5502,2014
Pr 211 b,Pr 211,2.1451,1.84394,0.0320419,,RV,0.952,0.868,5326,2012
Kepler-203 b,Kepler-203,3.162697,0.0205131,0.0421675,0.22928,Transit,,1.114,5821,2014
Kepler-6 b,Kepler-6,3.234723,0.669376,0.0456089,1.323,Transit,1.209,1.391,5647,2010
Kepler-244 d,Kepler-244,20.050401,0.0175824,0.14444,0.206084,Transit,,0.803,5554,2014
24 Sex c,24 Sex,910,1.51716,2.24032,,RV,1.81,3.92062,5069,2011
Kepler-358 b,Kepler-358,34.060467,0.0224946,0.20564,0.242662,Transit,,0.954,5908,2014
Kepler-373 c,Kepler-373,16.725948,0.00621274,0.127997,0.110625,Transit,,0.845,5787,2014
HD 60532 c,HD 60532,604,2.46312,1.57999,,RV,1.44,2.35065,6095,2008
Kepler-299 b,Kepler-299,2.927128,0.00769114,0.0400468,0.117763,Transit,,1.032,5617,2014
Kepler-140 c,Kepler-140,91.353282,0.0132614,0.396968,0.160585,Transit,,1.288,6077,2014
Kepler-23 d,Kepler-23,15.274299,0.0165098,0.12048,0.196271,Transit,,1.548,5828,2014
Kepler-89 c,Kepler-89,10.423648,0.0295756,0.101317,0.3937,,1.277,1.52,6182,2013
WASP-95 b,WASP-95,2.184673,1.13,0.0341288,1.21,Transit,1.11,1.13,5830,2013
HD 68988 b,HD 68988,6.27711,1.79992,0.0692771,,RV,1.124,1.10962,5960.48,2002
Kepler-84 b,Kepler-84,8.726,0.0172355,0.08295,0.203,Transit,1,1.43,5755,2012
HAT-P-26 b,HAT-P-26,4.234516,0.0586489,0.0478684,0.565,Transit,0.816,0.788,5079,2011
Kepler-292 f,Kepler-292,20.834237,0.0179955,0.148181,0.209653,Transit,,0.826,5299,2014
Kepler-20 e,Kepler-20,6.098493,0.00175601,0.063351,0.0773688,Transit,0.912,0.944,5466,2011
Kepler-296 d,Kepler-296,19.850242,0.0172808,0.143477,0.203408,Transit,,0.557,4249,2014
HD 149143 b,HD 149143,4.072,1.32811,0.0530508,,RV,1.2,1.71219,5884,2006
Kepler-62 d,Kepler-62,18.16406,0,0.119499,0.173812,Transit,0.69,0.64,4925,2011
HD 79498 b,HD 79498,1966.1,1.34632,3.13296,,RV,1.06,1.12815,5740,2012
Kepler-89 e,Kepler-89,54.32031,0.0409024,0.304548,0.5978,,1.277,1.52,6182,2013
Kepler-298 d,Kepler-298,77.473633,0.0196646,0.355666,0.223035,Transit,,0.582,4465,2014
Kepler-269 b,Kepler-269,5.326718,0.019315,0.0596916,0.220359,Transit,,0.959,5847,2014
Kepler-248 b,Kepler-248,6.308205,0.0272098,0.0668155,0.269426,Transit,,0.831,5190,2014
HD 181433 c,HD 181433,962,0.640416,1.75604,,RV,0.78,1.00831,4962,2009
70 Vir b,70 Vir,116.6884,7.46144,0.483601,,RV,1.101,1.59775,5544.6,1996
HD 102365 b,HD 102365,122.1,0.0509774,0.463328,,RV,0.89,0.828702,5630,2011
BD -08 2823 b,BD -08 2823,5.6,0.045941,0.0558236,,RV,0.74,1.27853,4746,2010
Kepler-160 b,Kepler-160,4.309427,0.0115417,0.0518266,0.13739,Transit,,0.884,5857,2014
CoRoT-11 b,CoRoT-11,2.99433,2.34813,0.0440549,1.43,Transit,1.27,1.37,6440,2010
Kepler-369 c,Kepler-369,14.871572,0.00960182,0.118353,0.125792,Transit,,0.471,3591,2014
Kepler-142 d,Kepler-142,41.809118,0.0161415,0.235751,0.192702,Transit,,1.269,5790,2014
Kepler-398 b,Kepler-398,4.081423,0.00225059,0.0499821,0.082969,Transit,,0.613,4493,2014
Kepler-443 b,Kepler-443,177.6693,0.0177875,0.558942,0.20787,Transit,0.738,0.706,4723,2010
Kepler-299 d,Kepler-299,15.054786,0.0136944,0.119323,0.165938,Transit,,1.032,5617,2014
GJ 436 b,GJ 436,2.64385,0.0726979,0.0287188,0.3767,RV,0.452,0.464,3350,2004
Kepler-142 c,Kepler-142,4.761702,0.0245625,0.0553921,0.255152,Transit,,1.269,5790,2014
Kepler-181 c,Kepler-181,4.302149,0.014692,0.0517683,0.177536,Transit,,0.749,5333,2014
XO-2S b,XO-2S,18.157,0.259,0.134393,,RV,0.982,1.02,5399,2014
Kepler-364 b,Kepler-364,25.745718,0.011604,0.170638,0.138282,Transit,,1.284,6108,2014
Kepler-173 c,Kepler-173,8.005777,0.0188614,0.0783205,0.21679,Transit,,0.949,6031,2014
Kepler-290 b,Kepler-290,14.589347,0.0169862,0.11685,0.200732,Transit,,0.743,5147,2014
WASP-37 b,WASP-37,3.577469,1.79362,0.0446312,1.16,Transit,0.925,1.003,5800,2011
Kepler-223 c,Kepler-223,9.848183,0.0147725,0.0899174,0.178428,Transit,,1.017,5829,2014
HD 6718 b,HD 6718,2496,1.5591,3.55427,,RV,0.96,0.956629,5746,2010
Kepler-224 e,Kepler-224,18.643577,0.0145328,0.137602,0.175752,Transit,,0.676,5018,2014
Kepler-322 c,Kepler-322,4.337234,0.0123736,0.0520493,0.148987,Transit,,0.89,5388,2014
HD 33636 b,HD 33636,2127.7,9.26951,3.26519,,RV,1.017,1.03374,5904.28,2002
Kepler-163 c,Kepler-163,21.347262,0.0170837,0.150603,0.201624,Transit,,0.917,5776,2014
HAT-P-40 b,HAT-P-40,4.457243,0.6202,0.060845,1.73,Transit,1.512,2.206,6080,2012
HD 240237 b,HD 240237,745.7,5.31949,1.91887,,RV,1.69,,4361,2012
Kepler-169 f,Kepler-169,87.090195,0.0206381,0.38452,0.230172,Transit,,0.763,4997,2014
Kepler-283 b,Kepler-283,11.008151,0.0158724,0.0968462,0.190026,Transit,,0.566,4351,2014
rho CrB b,rho CrB,39.8449,1.06409,0.225692,,RV,0.965,1.10084,5822.58,1997
Kepler-214 b,Kepler-214,15.660544,0.0210192,0.122502,0.232849,Transit,,1.352,6169,2014
Kepler-314 b,Kepler-314,2.461069,0.00150361,0.0356743,0.0740476,Transit,,0.95,5378,2014
Kepler-188 c,Kepler-188,5.996553,0.0303861,0.0645963,0.284593,Transit,,1.141,6021,2014
