NAME,STAR,PER,MASS,SEP,R,PLANETDISCMETH,MSTAR,RSTAR,TEFF,DATE
KOI 3460.01,KOI 3460,62.596366,0.005801588527586431,,0.10616487159439086,,0.88,0.851,5951,
KOI 3536.01,KOI 3536,156.51655149,1,,5.473289808668807,,0.969,1.084,6002,
KOI 3627.02,KOI 3627,8.52999071,1,,32.293748083813114,,1.06,0.991,6185,
KOI 3393.01,KOI 3393,54.6495759,0.01756823332265309,,0.2016240418515322,,1.079,1.066,6112,
KOI 1650.02,KOI 1650,100.8274113,0.056131087306412204,,0.36131742013217055,,1.005,0.903,5638,
KOI 3394.01,KOI 3394,15.5763812,0.014544730336171464,,0.1721833631740961,,1.149,1.064,6167,
KOI 3395.01,KOI 3395,10.0051616,0.009594493778887308,,0.12311556537836923,,0.884,0.924,5912,
KOI 3396.01,KOI 3396,36.2586639,0.013031382012060519,,0.1543405276120136,,0.939,0.85,5804,
KOI 3462.01,KOI 3462,12.4327236,0.012207355308046628,,0.14363482627476412,,1.008,0.916,5896,
KOI 3462.02,KOI 3462,30.9904663,0.012750682002143144,,0.1507719604995971,,1.008,0.916,5896,
KOI 3465.01,KOI 3465,16.0506213,0.001915166981275911,,0.07761633469505887,,0.798,0.911,5443,
KOI 3541.01,KOI 3541,421.4296796,1,,741.5705495046012,,1.152,1.708,6235,
KOI 3545.01,KOI 3545,1.092066425,1,,3.72647620714093,,0.566,0.576,4556,
KOI 3397.01,KOI 3397,35.8755847,0.01666659798665551,,0.1935947658485951,,1.19,1.168,6495,
KOI 3398.01,KOI 3398,7.31946363,0.006683170224232892,,0.11062558048491149,,1.035,0.956,6444,
KOI 3398.02,KOI 3398,35.8022845,0.0283773530829556,,0.26942681698744575,,1.035,0.956,6444,
KOI 3398.03,KOI 3398,4.32708542,0.0025222038187798844,,0.08386132714178773,,1.035,0.956,6444,
KOI 3468.01,KOI 3468,20.7056504,0.0029270849539034466,,0.08742989425420424,,0.817,0.921,5746,
KOI 3469.01,KOI 3469,60.5331174,0.015296376462899665,,0.18021263917703323,,0.932,0.846,5632,
KOI 1781.03,KOI 1781,58.0192007,0.039417222712279695,,0.3131417641145478,,0.829,0.768,4987,
KOI 3470.01,KOI 3470,15.0619058,0.012476168981244503,,0.1472033933871806,,1.068,1.027,6077,
KOI 3626.01,KOI 3626,44.14578525,1,,4.996886099161204,,0.913,0.894,5881,
KOI 3401.01,KOI 3401,17.9558884,0.006144573547926738,,0.10794915515059911,,0.924,1.072,5896,
KOI 1681.02,KOI 1681,1.992812282,0.0008470456639720239,,0.06155778268918462,,0.417,0.4,3608,
KOI 3403.01,KOI 3403,39.8189932,0.012074933219429838,,0.14185054271855588,,0.992,1.135,6035,
KOI 3470.02,KOI 3470,25.4338197,0.01438415344457048,,0.17039907961788786,,1.068,1.027,6077,
KOI 3472.01,KOI 3472,10.43003261,0.006144573547926738,,0.10794915515059911,,1.085,1.031,6277,
KOI 3473.01,KOI 3473,27.63714437,1,,717.6789926869727,,1.254,2.427,5214,
KOI 3474.01,KOI 3474,52.607947,0.0048478132389415856,,0.1008120209257661,,0.83,0.767,5751,
KOI 1830.02,KOI 1830,198.7112502,0.025542977116091176,,0.25515254853777974,,0.619,0.628,5080,
KOI 3554.01,KOI 3554,394.67821504,1,,4.642705813253866,,0.803,0.83,5780,
KOI 3334.01,KOI 3334,95.178316689,1,,2.536359075150027,,0.641,0.653,4523,
KOI 3335.01,KOI 3335,31.2548347,0.01945692968027547,,0.21679045207930236,,1.195,1.145,6215,
KOI 284.04,KOI 284,110.2869374,0.004999082786450556,,0.10170416270387023,,0.919,1.045,5921,
KOI 1525.02,KOI 1525,11.80619472,0.011684873155803164,,0.13649769204993112,,1.394,1.448,6915,
KOI 3403.02,KOI 3403,6.15827512,0.001915166981275911,,0.07761633469505887,,0.992,1.135,6035,
KOI 3404.01,KOI 3404,82.294751,0.012612682585984877,,0.14898767694338885,,0.901,0.85,6004,
KOI 3407.01,KOI 3407,92.4362973,0.02148430868941088,,0.23106472052896834,,0.806,0.745,5598,
KOI 3408.01,KOI 3408,65.427387,0.012341080220345241,,0.14541910983097237,,0.998,0.926,6014,
KOI 3557.01,KOI 3557,243.82131572,1,,4.01642228502477,,1.041,1.183,6462,
KOI 3560.01,KOI 3560,1.501760175,1,,6.253913864509915,,0.769,0.989,6466,
KOI 1833.02,KOI 1833,7.684334874,0.014707583850186152,,0.17396764673030435,,0.568,0.577,4397,
KOI 3337.01,KOI 3337,11.1662508,0.013102580839704538,,0.15523266939011773,,0.922,0.839,5547,
KOI 3339.01,KOI 3339,23.13345,0.019817626083733695,,0.21946687741361473,,0.763,0.932,5712,
KOI 3340.01,KOI 3340,8.9539813,0.0018382250731511095,,0.07672419291695474,,0.925,0.947,6168,
KOI 3340.02,KOI 3340,13.7280953,0.003146633102580239,,0.08921417781041249,,0.925,0.947,6168,
KOI 3410.01,KOI 3410,16.5861762,0.009828325711068054,,0.12400770715647336,,1.01,0.917,5880,
KOI 3411.01,KOI 3411,26.837720081,1,,1.1803035724317572,,1.149,1.064,6167,
KOI 3412.01,KOI 3412,16.75255007,0.04449372376207842,,0.3292003161204221,,0.955,1.802,4807,
KOI 1681.03,KOI 1681,3.53106745,0.0009359772165921636,,0.06334206624539286,,0.417,0.4,3608,
KOI 3413.01,KOI 3413,49.612754673,1,,5.0736102920781585,,1.088,1.031,6241,
KOI 3480.01,KOI 3480,11.9382003,0.006869220436618467,,0.11151772226301562,,0.807,0.741,5465,
KOI 3481.01,KOI 3481,32.716371,0.003260699373810079,,0.09010631958851661,,0.92,0.838,6099,
KOI 3482.01,KOI 3482,15.3317018,0.005971487803142129,,0.10705701337249499,,0.89,0.844,6028,
KOI 3483.01,KOI 3483,82.331714,0.013174204419352596,,0.15612481116822186,,1.054,0.988,6233,
KOI 3484.01,KOI 3484,84.703921,0.027454642851656882,,0.2649661080969251,,1.087,1.132,6286,
KOI 3565.01,KOI 3565,2.637574199,1,,7.23259339509014,,1.067,0.958,5640,
KOI 3341.01,KOI 3341,27.0968975,0.01200919165507888,,0.14095840094045176,,1.113,1.11,6202,
KOI 3341.02,KOI 3341,11.5474155,0.008055380418801888,,0.11687057293164037,,1.113,1.11,6202,
KOI 3343.01,KOI 3343,83.266321,0.021349893727018857,,0.23017257875086425,,1.027,0.956,5996,
KOI 3344.01,KOI 3344,11.6044694,0.011564804514926986,,0.13025269960320224,,0.794,0.848,5881,
KOI 3414.01,KOI 3414,27.00980709,1,,5.014728934723286,,0.559,0.537,3900,
KOI 3415.01,KOI 3415,15.0217983,0.0016912096643807615,,0.07493990936074649,,0.713,0.796,5619,
KOI 3416.01,KOI 3416,11.8236074,0.006144573547926738,,0.10794915515059911,,0.883,0.806,5559,
KOI 3417.01,KOI 3417,91.080482,0.035150791782757734,,0.2979753538867777,,1.014,1.008,5915,
KOI 3418.01,KOI 3418,85.273256,0.028190046224740858,,0.2685346752093416,,0.911,1.057,5922,
KOI 3486.01,KOI 3486,19.070429,0.0051533972050433405,,0.10259630448197436,,0.788,0.889,5418,
KOI 3487.01,KOI 3487,89.739710178,1,,3.4169030101387983,,0.835,0.75,5791,
KOI 3570.01,KOI 3570,1.824653352,1,,4.976366838264809,,0.76,0.941,6413,
KOI 1833.03,KOI 1833,5.709404918,0.010551076838668526,,0.12668413249078572,,0.568,0.577,4397,
KOI 3344.02,KOI 3344,3.63899398,0.008264894820840073,,0.11776271470974449,,0.794,0.848,5881,
KOI 3345.01,KOI 3345,38.1312831,0.013613291698694444,,0.16147766183684661,,1.168,1.164,6425,
KOI 3346.01,KOI 3346,14.4273551,0.0051533972050433405,,0.10259630448197436,,1,1.04,5929,
KOI 3347.01,KOI 3347,12.90237151,0.01182725005742083,,0.13114484138130636,,0.862,0.796,5534,
KOI 3348.01,KOI 3348,36.4333452,0.01957620301997789,,0.2176825938574065,,1.118,1.147,6057,
KOI 3419.01,KOI 3419,58.585057128,1,,10.761906269270058,,1.085,1.332,6391,
KOI 3420.02,KOI 3420,12.5015232,0.01254424386703551,,0.14809553516528473,,1.079,1.001,6063,
KOI 3421.01,KOI 3421,40.6507123,0.012140985226052094,,0.14274268449666,,1.339,1.283,6535,
KOI 3422.01,KOI 3422,40.1438531,1,,1.3854961813957059,,2.836,7.645,7945,
KOI 3493.01,KOI 3493,46.7169344,0.012341080220345241,,0.14541910983097237,,1.019,0.932,6003,
KOI 3495.01,KOI 3495,17.6063423,0.0024278187365781505,,0.08296918536368363,,0.804,0.74,5650,
KOI 3573.01,KOI 3573,43.562245779,1,,10.062467115236426,,1.072,1.216,6403,
KOI 3349.01,KOI 3349,82.177374,0.01696010811674252,,0.1962711911829075,,1.022,0.954,6247,
KOI 3352.01,KOI 3352,10.35863224,0.013538959863280521,,0.1605855200587425,,1.005,1.02,5893,
KOI 1562.02,KOI 1562,20.0679143,0.015825818806884787,,0.185565489845658,,0.991,0.904,5997,
KOI 3423.01,KOI 3423,30.25420641,0.024725675391208516,,0.2506918396472591,,1.249,1.167,6299,
KOI 3425.01,KOI 3425,20.0349456,0.017989941138038083,,0.20519260896394872,,1.251,2,6120,
KOI 3425.02,KOI 3425,3.15721824,0.01105075068646744,,0.128468416046994,,1.251,2,6120,
KOI 3426.01,KOI 3426,58.7700093,0.012476168981244503,,0.1472033933871806,,0.934,1.013,6158,
KOI 3496.01,KOI 3496,23.2382792,0.01777741765188256,,0.20340832540774045,,1.333,1.685,6602,
KOI 3496.02,KOI 3496,8.5435876,1,,8.447690496867958,,1.333,1.685,6602,
KOI 3497.01,KOI 3497,20.35972599,0.006683170224232892,,0.11062558048491149,,0.696,0.698,4623,
KOI 1837.02,KOI 1837,1.682934604,0.0053107810115709695,,0.10348844626007848,,0.835,0.952,5346,
KOI 3353.01,KOI 3353,11.55530021,0.007058564351880744,,0.11240986404111974,,0.755,0.803,5149,
KOI 3354.01,KOI 3354,11.5706098,0.010799121778904323,,0.12757627426888987,,0.89,0.9,5718,
KOI 3355.01,KOI 3355,16.2953209,0.01200919165507888,,0.14095840094045176,,1.007,1.013,6187,
KOI 3356.01,KOI 3356,26.0840594,0.010065691368859842,,0.12489984893457748,,0.929,0.835,6081,
KOI 3357.01,KOI 3357,52.802757686,1,,2.5881032982800667,,0.918,0.894,5830,
KOI 3428.01,KOI 3428,64.6588017,0.013465098415445489,,0.15969337828063837,,1.096,1.035,6197,
KOI 3429.01,KOI 3429,15.8276349,0.013031382012060519,,0.1543405276120136,,1.003,0.998,5878,
KOI 3429.02,KOI 3429,8.74199772,0.012750682002143144,,0.1507719604995971,,1.003,0.998,5878,
KOI 1792.03,KOI 1792,9.10967112,0.0053107810115709695,,0.10348844626007848,,1.088,0.998,5688,
KOI 3500.01,KOI 3500,73.7506501,0.011564804514926986,,0.13025269960320224,,0.988,0.962,6085,
KOI 3583.01,KOI 3583,210.30632474,1,,9.472761399909599,,1.665,2.017,7591,
KOI 3358.01,KOI 3358,10.104038395,0.04854246825484319,,0.3407981592357757,,0.867,0.845,5529,
KOI 3361.01,KOI 3361,65.941326,0.018536257155083547,,0.20965331785446936,,1.047,0.96,5982,
KOI 3363.01,KOI 3363,14.53261362,0.013031382012060519,,0.1543405276120136,,1.019,0.932,6003,
KOI 1718.02,KOI 1718,153.343364,0.01910477129521287,,0.21411402674498997,,0.963,1.079,6126,
KOI 3430.01,KOI 3430,13.9247298,0.002246906193514692,,0.08118490180747537,,0.71,0.652,5267,
KOI 3432.01,KOI 3432,48.051405,0.011564804514926986,,0.13025269960320224,,0.828,0.889,5359,
KOI 3433.01,KOI 3433,34.08431117,1,,8.725146589858342,,0.83,0.922,5252,
KOI 3893.01,KOI 3893,3.908632005,0.018097474040081694,,0.20608475074205287,,0.639,0.653,4518,
KOI 1955.03,KOI 1955,1.644224613,0.0016210456185567009,,0.07404776758264237,,1.2,1.178,6475,
KOI 3823.01,KOI 3823,202.117533,0.10543705026621135,,0.4906779779572687,,0.965,0.87,5817,
KOI 3901.01,KOI 3901,160.129918,0.033309572182461424,,0.29083821966194473,,0.991,0.916,6075,
KOI 3674.01,KOI 3674,175.0659015,1,,3.5935470822034152,,0.911,0.825,6024,
KOI 3675.01,KOI 3675,20.8392118,1,,4.707832163055468,,0.741,0.812,5378,
KOI 3749.01,KOI 3749,10.72730401,0.7035685701903933,,0.8546718234237517,,0.208,0.225,3311,
KOI 2055.02,KOI 2055,4.02582254,0.009594493778887308,,0.12311556537836923,,0.91,0.833,5741,
KOI 2093.02,KOI 2093,2.5081152,0.012207355308046628,,0.14363482627476412,,1.136,1.118,6487,
KOI 3907.01,KOI 3907,28.643308,1,,14.809553516528474,,1.11,1.589,6498,
KOI 3678.01,KOI 3678,160.88465087,0.35488078290117797,,0.8172018687433784,,0.818,1.044,5650,
KOI 3680.01,KOI 3680,141.24164672,0.7089798036631617,,0.949238851902789,,1.004,0.913,5926,
KOI 3681.01,KOI 3681,217.8317626,1,,1.964496195385283,,1.093,2.274,6382,
KOI 2018.02,KOI 2018,16.0986449,0.004999082786450556,,0.10170416270387023,,0.762,0.911,5657,
KOI 3756.01,KOI 3756,6.471754334,1,,1.2026071168843604,,1.242,1.685,6318,
KOI 3835.01,KOI 3835,47.14840805,0.12010883409032137,,0.5763235886552647,,1.029,1.945,5089,
KOI 2055.03,KOI 2055,2.50475882,0.0053107810115709695,,0.10348844626007848,,0.91,0.833,5741,
KOI 3908.01,KOI 3908,59.3627199,0.10112403152874629,,0.5406379175310997,,1.675,4.015,5897,
KOI 3909.01,KOI 3909,247.860005,0.0404941333243518,,0.31671033122696435,,1.008,0.921,6351,
KOI 3911.01,KOI 3911,1.791110205,0.009828325711068054,,0.12400770715647336,,1.07,0.999,6040,
KOI 3681.02,KOI 3681,10.51420148,0.014464161109301587,,0.17129122139599198,,1.093,2.274,6382,
KOI 3683.01,KOI 3683,214.3114164,0.38090893820568233,,0.8323682789711485,,1.203,1.375,6517,
KOI 3685.01,KOI 3685,208.86908637,1,,2.2812065266122477,,0.938,0.987,5914,
KOI 3685.02,KOI 3685,7.25931979,0.012207355308046628,,0.14363482627476412,,0.938,0.987,5914,
KOI 3837.01,KOI 3837,7.4413025,1,,4.424131077618356,,1.057,1.188,6540,
KOI 3913.01,KOI 3913,0.582895567,0.02069360640969991,,0.22571186986034358,,1.068,1.009,6263,
KOI 2093.03,KOI 2093,0.992140132,0.008264894820840073,,0.11776271470974449,,1.136,1.118,6487,
KOI 3916.01,KOI 3916,5.33905686,0.014625868718771575,,0.17307550495220023,,0.676,0.704,5057,
KOI 3689.01,KOI 3689,5.24090453,1,,1.1731664382069242,,1.073,1.321,6429,
KOI 2028.03,KOI 2028,142.544247,0.027095128830713675,,0.26318182454071687,,0.914,0.841,5646,
KOI 3762.01,KOI 3762,240.7989397,0.14064622826158024,,0.6102249762232215,,0.972,0.887,5911,
KOI 2055.04,KOI 2055,6.13074243,0.007058564351880744,,0.11240986404111974,,0.91,0.833,5741,
KOI 3925.01,KOI 3925,9.2077989,0.08310937799501532,,0.4371494712710213,,1.015,1.303,5678,
KOI 3925.02,KOI 3925,2.5904434,0.01922122141196718,,0.21500616852309412,,1.015,1.303,5678,
KOI 3925.03,KOI 3925,5.3227406,0.01910477129521287,,0.21411402674498997,,1.015,1.303,5678,
KOI 3690.01,KOI 3690,12.893019175,1,,6.5483206512842775,,1.086,1.408,6387,
KOI 3692.01,KOI 3692,1.160153329,1,,5.534847591357991,,1.009,1.382,6200,
KOI 3767.01,KOI 3767,6.714251076,1,,1.4684653667593897,,0.752,0.8,5159,
KOI 3770.01,KOI 3770,2.60721348,0.27333665452983325,,0.6673220500218855,,1.267,1.217,6357,
KOI 3848.01,KOI 3848,1.847889171,0.011878609310077826,,0.13917411738424348,,0.943,0.853,5770,
KOI 1972.02,KOI 1972,1.22621732,0.0013018906606631936,,0.06958705869212174,,1.059,0.991,6095,
KOI 3696.01,KOI 3696,181.8521027,1,,3.4374222710351936,,1.117,1.012,6063,
KOI 2029.03,KOI 2029,6.88729828,0.0007254875283034782,,0.058881357354872245,,0.836,0.752,5238,
KOI 3773.01,KOI 3773,1.103978001,1,,99.22043999362836,,0.432,0.418,3605,
KOI 3853.01,KOI 3853,21.51307173,1,,4332.1244960424765,,1.554,4.811,5081,
KOI 3854.01,KOI 3854,1.191049246,1,,52.84066537532921,,0.666,0.693,5089,
KOI 3855.01,KOI 3855,0.546248176,1,,5.694540969638629,,1,1,5780,
KOI 2059.02,KOI 2059,2.18565946,0.0002982717544263721,,0.045499230683310375,,0.806,0.746,4996,
KOI 3856.01,KOI 3856,1.811966641,1,,26.88736890850212,,1.635,3.348,5904,
KOI 3923.01,KOI 3923,158.3223602,1,,4.589177306567619,,0.557,0.572,4340,
KOI 435.04,KOI 435,3.93276465,0.007646557956011895,,0.11508628937543212,,0.916,0.832,5937,
KOI 2094.02,KOI 2094,198.680179,0.020438317116158008,,0.22392758630413534,,0.8,0.906,5403,
KOI 3700.01,KOI 3700,2.99025143,1,,10.337246782892496,,1,1,5780,
KOI 3780.01,KOI 3780,27.9614771,1,,7.3441111173531555,,1.204,1.361,6770,
KOI 3782.01,KOI 3782,186.517042,1,,3.176916871828789,,1.421,2.99,5018,
KOI 3783.01,KOI 3783,197.1455277,1,,5.506299054458659,,1.69,1.935,7214,
KOI 3928.01,KOI 3928,1.138543376,0.007251222153933125,,0.11330200581922387,,1.046,1.528,6522,
KOI 2098.02,KOI 2098,89.722292,0.015825818806884787,,0.185565489845658,,1.011,1.262,6429,
KOI 1986.02,KOI 1986,7.12768673,0.0054712583658563475,,0.1043805880381826,,0.828,0.759,5463,
KOI 3784.01,KOI 3784,23.870663,1,,5.248470080586567,,1.007,1.166,6022,
KOI 2029.04,KOI 2029,4.78850157,0.000521316006306242,,0.05352850668624749,,0.836,0.752,5238,
KOI 3787.01,KOI 3787,141.7340273,1,,147.22658907341133,,0.996,1.099,5993,
KOI 3864.01,KOI 3864,1.210693282,1,,16.122786213897747,,0.717,0.747,5019,
KOI 2061.02,KOI 2061,1.090013327,0.003496951465995254,,0.09189060314472487,,0.856,0.784,5093,
KOI 3864.02,KOI 3864,18.2574043,0.001915166981275911,,0.07761633469505887,,0.717,0.747,5019,
KOI 3631.01,KOI 3631,2.682766142,1,,7.053272897691212,,1,1,5780,
KOI 3709.01,KOI 3709,205.5832937,1,,3.721123356472305,,1,0.915,6328,
KOI 3790.01,KOI 3790,0.890745321,1,,5.129815224098718,,1,1,5780,
KOI 3791.01,KOI 3791,440.786134,0.1327720595630194,,0.5977349913297637,,1.031,1.393,6340,
KOI 3867.01,KOI 3867,0.93875077,0.01181375325229529,,0.13828197560613936,,1.019,0.923,5825,
KOI 3636.01,KOI 3636,2.446735716,1,,7.648331463686663,,1,1,5780,
KOI 3717.01,KOI 3717,227.6625544,1,,4.386661122937983,,0.959,1.007,6124,
KOI 3794.01,KOI 3794,0.653553572,0.09845189269017458,,0.4746194259513945,,0.666,0.66,4550,
KOI 2034.02,KOI 2034,2.37030743,0.011878609310077826,,0.13917411738424348,,0.963,0.868,5668,
KOI 2076.02,KOI 2076,219.3217528,0.11859618224319657,,0.5736471633209523,,1.117,1.012,6063,
KOI 3641.01,KOI 3641,178.41297276,1,,10.683397792796896,,0.868,0.794,5934,
KOI 3720.01,KOI 3720,213.3990721,1,,2.52832979914709,,1.342,1.465,6953,
KOI 3721.01,KOI 3721,6.40804274,1,,3.7300447742533467,,1.017,1.194,6261,
KOI 3801.01,KOI 3801,288.3130099,1,,1.0045516421452447,,1.083,0.965,5825,
KOI 3875.01,KOI 3875,8.870417153,1,,1163.8524780435173,,0.888,1.514,6022,
KOI 3876.01,KOI 3876,19.5777657,0.01922122141196718,,0.21500616852309412,,0.887,1.173,5839,
KOI 3878.01,KOI 3878,70.9674603,0.025542977116091176,,0.25515254853777974,,0.876,1.002,5900,
KOI 1922.03,KOI 1922,105.6551369,0.0391524451175911,,0.3122496223364437,,1.036,0.953,6060,
KOI 416.03,KOI 416,9.74768026,0.0011881997184249966,,0.0678027751359135,,0.846,0.761,5262,
KOI 2004.02,KOI 2004,3.18897601,0.0013616446596445928,,0.07047920047022588,,0.98,0.958,5798,
KOI 3726.01,KOI 3726,115.99435335,1,,1.3114484138130635,,0.725,0.735,4530,
KOI 2039.02,KOI 2039,0.762129261,0.0008906966710568143,,0.06244992446728874,,0.908,0.827,5614,
KOI 3805.01,KOI 3805,56.69948268,1,,62.852280409213705,,2.744,15.637,4831,
KOI 3880.01,KOI 3880,1.803701324,0.003496951465995254,,0.09189060314472487,,1.054,1.166,6438,
KOI 3652.01,KOI 3652,16.371887772,1,,6.474272883701634,,0.95,1.415,5642,
KOI 3654.01,KOI 3654,10.148722578,1,,6.344912325876537,,1.059,1.296,6366,
KOI 3728.01,KOI 3728,5.546083665,1,,1.8056949588827487,,2.054,4.037,7358,
KOI 3730.01,KOI 3730,0.668483776,1,,5.3689092206306235,,1,1,5780,
KOI 3810.01,KOI 3810,1.013777428,1,,2.333842891520391,,0.412,0.39,3644,
KOI 3811.01,KOI 3811,290.1402448,0.12369772186655958,,0.5825685811019936,,0.7,0.763,5551,
KOI 2078.02,KOI 2078,161.5163345,0.02363321946347999,,0.24444684720053025,,0.624,0.612,4137,
KOI 3886.01,KOI 3886,5.56650633,1,,3.0930555446870014,,2.088,12.536,4781,
KOI 3660.01,KOI 3660,174.7697201,1,,43.01193940595607,,0.88,0.802,5693,
KOI 2004.03,KOI 2004,1.72109431,0.000491917969059189,,0.05263636490814337,,0.98,0.958,5798,
KOI 3735.01,KOI 3735,8.096941332,1,,7.286121901776388,,1.19,1.418,6572,
KOI 3736.01,KOI 3736,0.642348692,1,,3.3169831309911366,,0.814,0.791,5441,
KOI 3813.01,KOI 3813,4.8591993,0.21872072219472502,,0.6236071028947834,,1.181,1.159,6517,
KOI 3815.01,KOI 3815,4.742556359,0.3209210948874092,,0.6994391540336339,,1.149,1.064,6167,
KOI 3890.01,KOI 3890,152.8277,1,,2.876265092607699,,1.761,7.506,4991,
KOI 3891.01,KOI 3891,47.1098136,1,,2603.0020659744055,,1.115,2.78,5258,
KOI 3892.01,KOI 3892,2.416601183,0.0016912096643807615,,0.07493990936074649,,1.013,0.923,5812,
KOI 3740.01,KOI 3740,0.656201004,1,,11.470266841084733,,1.08,0.999,6025,
KOI 3741.02,KOI 3741,18.577356,0.012074933219429838,,0.14185054271855588,,1.06,1.345,6432,
KOI 3742.01,KOI 3742,1.412523974,1,,6.219120335163854,,1.155,1.135,6609,
KOI 1792.01,KOI 1792,88.40655258,0.06259325401716014,,0.3809445392504613,,1.088,0.998,5688,
KOI 3966.01,KOI 3966,138.9442,0.014872774729437648,,0.17575193028651262,,0.928,0.845,6049,
KOI 1782.01,KOI 1782,15.420410984,1,,510.7413544050524,,0.903,0.88,5468,
KOI 1821.01,KOI 1821,9.97683705,0.02604860550751456,,0.25782897387209214,,0.821,0.928,5500,
KOI 2158.02,KOI 2158,6.68228463,0.003260699373810079,,0.09010631958851661,,0.896,1.46,5445,
KOI 1745.01,KOI 1745,0.982090424,1,,4.532972374547059,,0.75,0.742,5472,
KOI 2480.01,KOI 2480,0.666826778,0.008055380418801888,,0.11687057293164037,,0.554,0.554,3990,
KOI 3975.01,KOI 3975,364.758031,0.02763643533990413,,0.2658582498750292,,0.616,0.63,4386,
KOI 1691.01,KOI 1691,35.14575583,1,,3.800523974723572,,0.801,0.783,5437,
KOI 1694.01,KOI 1694,3.690316844,0.7384239263831684,,0.8635932412047929,,1.003,1.054,6120,
KOI 1846.01,KOI 1846,105.9564148,0.04821917942882826,,0.3399060174576716,,0.887,0.796,5308,
KOI 1796.01,KOI 1796,11.80571248,1,,3.814798243173238,,1.006,1.891,6065,
KOI 1957.01,KOI 1957,1.386801364,0.014225792424438773,,0.1686147960616796,,1.073,1.188,6419,
KOI 1823.01,KOI 1823,4.468457446,0.5089886516147056,,0.792221898956463,,1.054,0.942,5869,
KOI 2162.02,KOI 2162,199.664537,0.011749177082366715,,0.13738983382803524,,0.935,0.844,6106,
KOI 1695.01,KOI 1695,71.4517775,0.017989941138038083,,0.20519260896394872,,1.094,1.488,6148,
KOI 1981.01,KOI 1981,1.063788673,0.012207355308046628,,0.14363482627476412,,0.919,1.002,5265,
KOI 1807.01,KOI 1807,132.134216,1,,5.798029415898707,,1.812,8.121,5067,
KOI 1999.01,KOI 1999,1.120646436,1,,4.046755105480311,,1.668,4.034,4972,
KOI 2663.01,KOI 2663,9.88736112,0.0007644788872272648,,0.059773499132976374,,0.894,0.819,5684,
KOI 2728.01,KOI 2728,42.3514267,0.03760056985397934,,0.306896771667819,,1.31,1.405,6856,
KOI 2742.01,KOI 2742,0.789161653,0.0027190766623630233,,0.08564561069799599,,0.61,0.622,4258,
KOI 3984.01,KOI 3984,1.444453798,0.01696010811674252,,0.1962711911829075,,0.939,1.449,5305,
KOI 1714.01,KOI 1714,2.744004971,1,,3.6104977759873935,,0.743,0.81,5334,
KOI 1963.01,KOI 1963,12.89621688,0.020822784207977653,,0.22660401163844773,,1.005,0.923,6072,
KOI 1804.01,KOI 1804,5.907413537,0.08807507307971298,,0.449639456164479,,0.667,0.69,4963,
KOI 1771.01,KOI 1771,91.0564061,1,,4.413425376281106,,1.142,1.048,6140,
KOI 2793.01,KOI 2793,4.4968604,0.016285734078303266,,0.1900261987361786,,0.465,0.444,3698,
KOI 2806.01,KOI 2806,24.7543966,0.015382978884511782,,0.18110478095513735,,0.778,0.804,4852,
KOI 3991.01,KOI 3991,1.570590666,0.004412023453941835,,0.09813559559145375,,0.66,0.693,5565,
KOI 1947.01,KOI 1947,6.42294697,0.012408450306845818,,0.1463112516090765,,1.049,1.016,6102,
KOI 2599.01,KOI 2599,25.3247209,1,,18.1889865719869,,0.647,0.668,5128,
KOI 2612.01,KOI 2612,4.61226344,0.0003862991904718653,,0.04906779779572688,,0.824,0.924,5461,
KOI 2614.01,KOI 2614,7.99019627,0.0051533972050433405,,0.10259630448197436,,0.95,0.861,5933,
KOI 1645.01,KOI 1645,41.16679024,0.5947177546645125,,0.9197981732253528,,0.753,0.805,5193,
KOI 1729.01,KOI 1729,5.204283146,1,,1.4907689112119928,,0.798,0.86,5332,
KOI 2783.01,KOI 2783,0.526888071,0.0015530510481207781,,0.07315562580453824,,0.646,0.657,4266,
KOI 2784.01,KOI 2784,4.14245284,0.01105075068646744,,0.128468416046994,,1.027,1.755,6788,
KOI 2167.03,KOI 2167,76.5369586,0.023785670736067382,,0.24533898897863435,,0.975,1.025,6240,
KOI 1759.01,KOI 1759,1.334104616,1,,3.8121218178389253,,1.007,1.083,6319,
KOI 2860.01,KOI 2860,103.427188,0.0326454109986095,,0.28816179432763234,,1.086,1.02,6194,
KOI 4002.01,KOI 4002,0.524176094,0.010551076838668526,,0.12668413249078572,,0.978,0.93,5396,
KOI 4004.01,KOI 4004,4.94328533,0.017362327432927576,,0.199839758295324,,0.939,1.916,5759,
KOI 1772.01,KOI 1772,120.00317674,1,,2.092964611432277,,0.688,0.669,4317,
KOI 2198.01,KOI 2198,23.9210791,0.01726058492951195,,0.19894761651721984,,1.466,1.785,7143,
KOI 2199.01,KOI 2199,9.03322647,0.015558126522595864,,0.1828890645113456,,0.884,0.788,5311,
KOI 3933.01,KOI 3933,3.49078834,0.010306604131922276,,0.1257919907126816,,0.791,0.724,5513,
KOI 3935.01,KOI 3935,1.093663559,0.008914058575312862,,0.12043914004405687,,0.963,0.869,5835,
KOI 3936.01,KOI 3936,141.6088561,0.02604860550751456,,0.25782897387209214,,0.844,0.844,5083,
KOI 4007.01,KOI 4007,11.492897,1,,3.565890687082187,,1.072,1.009,6208,
KOI 2172.02,KOI 2172,116.582614,0.03734798417824677,,0.3060046298897149,,0.936,0.981,5738,
